timestamp,segment_id,segment_name,latitude,longitude,current_speed_kmh,free_flow_speed_kmh,current_travel_time_sec,free_flow_travel_time_sec,confidence
2026-02-23 20:30:18.850502,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 20:30:20.022977,Segment 3,Business Bay,25.1872,55.2644,15,24,226,141,0.99
2026-02-23 20:30:21.185358,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 21:26:47.825632,Segment 1,World Trade Centre,25.2262,55.287,34,53,63,40,1.0
2026-02-23 21:26:48.970999,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 21:26:50.082733,Segment 3,Business Bay,25.1872,55.2644,18,24,188,141,0.96
2026-02-23 21:26:51.208986,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 22:10:41.958738,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1.0
2026-02-23 22:10:43.072315,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 22:10:44.187765,Segment 3,Business Bay,25.1872,55.2644,16,23,211,147,0.99
2026-02-23 22:10:45.318779,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 23:04:43.101835,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1
2026-02-23 23:04:44.207357,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-23 23:04:45.317554,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-23 23:04:46.414177,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-23 23:46:44.802417,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1
2026-02-23 23:46:45.884409,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-23 23:46:46.963690,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-23 23:46:48.032741,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-24 00:55:04.684727,Segment 1,World Trade Centre,25.2262,55.287,44,52,48,41,1.0
2026-02-24 00:55:05.758970,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-24 00:55:06.827688,Segment 3,Business Bay,25.1872,55.2644,19,23,178,147,0.89
2026-02-24 00:55:07.895903,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-24 03:40:34.544630,Segment 1,World Trade Centre,25.2262,55.287,37,52,58,41,1.0
2026-02-24 03:40:35.710827,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-24 03:40:36.892837,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,0.99
2026-02-24 03:40:38.061378,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-24 05:14:51.032685,Segment 1,World Trade Centre,25.2262,55.287,19,52,113,41,1
2026-02-24 05:14:52.209503,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-24 05:14:53.380323,Segment 3,Business Bay,25.1872,55.2644,12,23,282,147,1
2026-02-24 05:14:54.559539,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-24 06:15:50.746952,Segment 1,World Trade Centre,25.2262,55.287,28,53,76,40,1
2026-02-24 06:15:51.860337,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-24 06:15:52.970669,Segment 3,Business Bay,25.1872,55.2644,10,23,339,147,1
2026-02-24 06:15:54.086331,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-24 07:31:04.452798,Segment 1,World Trade Centre,25.2262,55.287,25,52,86,41,1.0
2026-02-24 07:31:05.597587,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-24 07:31:06.738059,Segment 3,Business Bay,25.1872,55.2644,21,30,161,113,0.989203
2026-02-24 07:31:07.866566,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-24 08:27:29.424526,Segment 1,World Trade Centre,25.2262,55.287,20,53,107,40,1.0
2026-02-24 08:27:30.554847,Segment 2,DIFC,25.2136,55.2796,80,104,529,407,1.0
2026-02-24 08:27:31.684886,Segment 3,Business Bay,25.1872,55.2644,18,29,188,116,0.992739
2026-02-24 08:27:32.834403,Segment 4,MOE,25.1182,55.2006,26,35,688,511,1.0
2026-02-24 09:32:14.303043,Segment 1,World Trade Centre,25.2262,55.287,21,52,102,41,1.0
2026-02-24 09:32:15.427859,Segment 2,DIFC,25.2136,55.2796,66,104,641,407,1.0
2026-02-24 09:32:16.547084,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,0.99
2026-02-24 09:32:17.667189,Segment 4,MOE,25.1182,55.2006,26,35,688,511,0.999042
2026-02-24 10:31:48.821802,Segment 1,World Trade Centre,25.2262,55.287,17,43,126,50,1
2026-02-24 10:31:49.945356,Segment 2,DIFC,25.2136,55.2796,47,103,901,411,1
2026-02-24 10:31:51.076633,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,1
2026-02-24 10:31:52.194928,Segment 4,MOE,25.1182,55.2006,26,36,688,497,1
2026-02-24 11:27:39.502676,Segment 1,World Trade Centre,25.2262,55.287,7,39,307,55,1
2026-02-24 11:27:40.620690,Segment 2,DIFC,25.2136,55.2796,39,103,1085,411,1
2026-02-24 11:27:41.738338,Segment 3,Business Bay,25.1872,55.2644,10,24,339,141,1
2026-02-24 11:27:42.857821,Segment 4,MOE,25.1182,55.2006,24,36,746,497,1
2026-02-24 12:04:35.001838,Segment 1,World Trade Centre,25.2262,55.287,6,44,358,48,1.0
2026-02-24 12:04:36.126882,Segment 2,DIFC,25.2136,55.2796,33,106,1283,399,1.0
2026-02-24 12:04:37.244806,Segment 3,Business Bay,25.1872,55.2644,8,32,423,105,0.993206
2026-02-24 12:04:38.344356,Segment 4,MOE,25.1182,55.2006,27,37,663,484,1.0
